LRU/SRU P/N Product Line Desc,FAILURE OPEN DATE,Failed Item Description,Failed Item,Fail Code Desc,Fail Cat Desc,Rep Act Code Des
C ,27/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,27/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,28/11/2023,DTD UNIT,MB0946C-41,SRU Issue,electrical,Replaced SRU
M ,28/11/2023,VMSC,915-30-00100-01,SRU Issue,electrical,Replaced/add Component
M ,28/11/2023,TADU BOARD ASSY,602-36-00110-02,Electrical Issue,electrical,Replaced/add Component
C ,28/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,28/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,29/11/2023,VMSC,915-30-00100-01,SRU Issue,low temp,No repair action was taken
M ,29/11/2023,VMSC,915-30-00100-01,SRU Issue,electrical,No repair action was taken
M ,29/11/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
C ,29/11/2023,AMC,MB0807D-22,Assembly Issue,Hardware,Reassembly
M ,29/11/2023,VMSC,915-30-00100-01,SRU Issue,low temp,No repair action was taken
C ,30/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,30/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,30/11/2023,AMC,MB0807D-22,Assembly Issue,Hardware,Reassembly
C ,30/11/2023,DTD UNIT,MB0946C-41,SRU Issue,electrical,Replaced SRU
C ,30/11/2023,"PWA, IOC BASE",006465J-00,Component Issue,electrical,Replaced/add Component
P ,30/11/2023,WCDDM TOP ASSY,MB1403A-00,SRU Issue,electrical,Re Calibration
C ,30/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,01/12/2023,AMC,MB0807D-22,Component Issue,Hardware,Replaced/add Component
C ,01/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
M ,03/12/2023,TADU BOARD ASSY,602-36-00110-02,Component Issue,electrical,Replaced/add Component
C ,03/12/2023,AMC,MB0807D-22,SRU Issue,electrical,Replaced SRU
P ,03/12/2023,OPTICAL UNIT ASSY,42612A-03,SRU Issue,Optical,Replaced SRU
M ,04/12/2023,SMART SIM BOARD ASSY,950-31-00355-04,Electrical Issue,electrical,Replaced/add Component
M ,04/12/2023,VMSC,915-30-00100-01,SRU Issue,electrical,Replaced/add Component
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,04/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
C ,04/12/2023,AMC,MB0807D-22,SRU Issue,electrical,Replaced SRU
P ,05/12/2023,OLED OPTICS ASSY,082712J-00,SRU Issue,Optical,Replaced SRU
C ,05/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,05/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
C ,05/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,05/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,05/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,05/12/2023,CHASSIS ASSY,006477J-02,Tester Issue,Tester,Retest
P ,05/12/2023,WCDDM TOP ASSY,MB1403A-00,SRU Issue,electrical,Reprograming
M ,05/12/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,05/12/2023,EPDU,96-31-00200-07,SRU Issue,electrical,Replaced SRU
C ,05/12/2023,"PWA, SNOWRUNNER GRAPHICS III",018752U-00,Component Issue,electrical,Replaced/add Component
M ,06/12/2023,TCU,85-31-00050-01,For testing,low temp,Retest
M ,06/12/2023,VMSC,915-30-00100-01,SRU Issue,electrical,Replaced/add Component
M ,06/12/2023,AVIU-G BOARD ASSY,024948A-01,Component Issue,electrical,Replaced/add Component
C ,06/12/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
P ,06/12/2023,FLAT DAY HUD TOP ASSY,MB386A-31,OPERATOR MISTAKE ELBIT,Workmanship,Retest
C ,06/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,06/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,06/12/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Tester Issue,low temp,Retest
C ,07/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,10/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,10/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,10/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,10/12/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
C ,10/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,10/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,10/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
M ,10/12/2023,GVIU MODULE TOP ASSY,MB669B-03,SRU Issue,electrical,Reprograming
M ,10/12/2023,GVIU MODULE TOP ASSY,MB669B-03,SRU Issue,electrical,Reprograming
M ,10/12/2023,GVIU MODULE TOP ASSY,MB669B-03,SRU Issue,electrical,Reprograming
C ,11/12/2023,COMPUTER UNIT- GEN-1,GB1277N-00,SRU Issue,electrical,Replaced SRU
C ,12/12/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Defect LRU,electrical,Repair
C ,12/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
P ,12/12/2023,"PWA, COMMON DRIVER",074637A-00,SRU Issue,electrical,Replaced SRU
M ,12/12/2023,EGT BOARD ASSY,85-51-00060-00,Component Issue,Workmanship,Replace wrong component
M ,12/12/2023,EGT BOARD ASSY,85-51-00060-00,Component Issue,Workmanship,Replace wrong component
M ,12/12/2023,EGT BOARD ASSY,85-51-00060-00,Component Issue,Workmanship,Replace wrong component
M ,12/12/2023,EGT BOARD ASSY,85-51-00060-00,Component Issue,Workmanship,Replace wrong component
M ,12/12/2023,EGT BOARD ASSY,85-51-00060-00,Component Issue,Workmanship,Replace wrong component
M ,12/12/2023,EGT BOARD ASSY,85-51-00060-00,Component Issue,Workmanship,Replace wrong component
M ,12/12/2023,EGT BOARD ASSY,85-51-00060-00,Component Issue,Workmanship,Replace wrong component
M ,13/12/2023,GVIU MODULE TOP ASSY,MB669B-03,SRU Issue,electrical,Reprograming
M ,13/12/2023,GVIU MODULE TOP ASSY,MB669B-03,SRU Issue,electrical,Reprograming
P ,13/12/2023,WCNDM TOP ASSY,MB1402A-00,SRU Issue,electrical,Replaced/add Component
M ,13/12/2023,VMSC,915-30-00100-01,SRU Issue,electrical,Rework
M ,13/12/2023,PWA AVE,81025B-00,Component Issue,electrical,Replaced/add Component
M ,13/12/2023,PWA AVE,81025B-00,Component Issue,electrical,Replaced/add Component
P ,13/12/2023,WCDDM TOP ASSY,MB1403A-00,Component Issue,Mechanical,Replaced/add Component
C ,14/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Cable Issue
C ,14/12/2023,AMC,MB0807DA-22,Tester Issue,Tester,Fixed Test Equipment
C ,14/12/2023,COMPUTER UNIT- GEN-1,GB1277N-00,SRU Issue,electrical,Replaced SRU
C ,14/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
P ,14/12/2023,FLAT DAY HUD TOP ASSY,MB386A-31,Component Issue,Optical,Re Calibration
P ,16/12/2023,LCD ASSY,112836A-00,SRU Issue,electrical,Replaced SRU
P ,17/12/2023,"CABLE CONNECTOR, ASSY",085515A-00,Operator Mistake,Mechanical,Retest
M ,17/12/2023,PWA EXTENTION I/O,300600-02,Connector Issue,electrical,Rework
C ,17/12/2023,COMPUTER UNIT- GEN-1,GB1277N-00,SRU Issue,electrical,Replaced SRU
C ,17/12/2023,AMC,MB0807D-22,Component Issue,Hardware,Replaced/add Component
C ,17/12/2023,AMC,MB0807DA-22,SRU Issue,Hardware,Replaced SRU
C ,17/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,17/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,18/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,18/12/2023,TADU BOARD ASSY,602-36-00110-02,Electrical Issue,electrical,Replaced/add Component
P ,19/12/2023,"CABLE CONNECTOR, ASSY",085515A-00,SRU Issue,Document,Re Calibration
C ,19/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,19/12/2023,ENCRYPTION UNIT,90-30-00101-01,SRU Issue,low temp,Rework
C ,19/12/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Tester Issue,HT,Retest
C ,19/12/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Tester Issue,Tester,Retest
C ,19/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,20/12/2023,AMC,MB0807D-22,Component Issue,Hardware,Replaced/add Component
P ,20/12/2023,OLED OPTICS ASSY,082712J-00,SRU Issue,Optical,Replaced SRU
C ,20/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,20/12/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
C ,21/12/2023,AMC,MB0807D-22,Design Issue,Engineering,No repair action was taken
C ,21/12/2023,AMC,MB0807D-22,Tester Issue,Tester,No repair action was taken
C ,21/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Rework
C ,21/12/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Tester Issue,HT,Retest
M ,21/12/2023,EGT BOARD ASSY,85-51-00060-00,Component Issue,electrical,Replaced/add Component
C ,21/12/2023,AMC,MB0807D-22,SRU Issue,electrical,Replaced/add Component
C ,21/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,22/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,22/12/2023,AMC,MB0807D-22,Assembly Issue,Assembly,Reassembly
M ,24/12/2023,MICRO I/O IRIDIUM,98-30-00137-01,Electrical Issue,electrical,Replaced/add Component
C ,24/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Rework
P ,24/12/2023,HOLDER COMBINER,106517A-00,Component Issue,Mechanical,Replaced/add Component
C ,24/12/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,Damage,Replaced SRU
P ,24/12/2023,TRIPLET ASSY,109594A-00,Visual Inspection,Optical,Replaced SRU
C ,24/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,24/12/2023,AMC,MB0807D-22,SRU Issue,electrical,Replaced/add Component
M ,24/12/2023,WH INTERFACE BOARD ASSY,602-85-00170-00,Tester Issue,Tester,Cable Issue
M ,24/12/2023,WH INTERFACE BOARD ASSY,602-85-00170-00,Tester Issue,low temp,Fixed Test Equipment
P ,25/12/2023,"CABLE CONNECTOR, ASSY",085515A-00,SRU Issue,electrical,Replaced SRU
C ,25/12/2023,"PWA, DISPLY GENERATOR-CECILE",4.83E+03,Component Issue,Workmanship,Replaced/add Component
M ,25/12/2023,EGT BOARD ASSY,85-51-00060-00,Component Issue,electrical,Replaced/add Component
M ,25/12/2023,GVIU MODULE TOP ASSY,MB669B-03,SRU Issue,electrical,Replaced SRU
M ,25/12/2023,GVIU MODULE TOP ASSY,MB669B-03,SRU Issue,electrical,Replaced SRU
C ,25/12/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,Tester Issue,HT,Retest
M ,26/12/2023,CON. BOARD ASSY,79-83-00200-03,Component Issue,electrical,Reprograming
C ,26/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,26/12/2023,AMC,MB0807D-22,Electrical Issue,electrical,Repair
M ,26/12/2023,GVIU MODULE TOP ASSY,MB669B-03,Tester Issue,Tester,Fixed Test Equipment
M ,26/12/2023,GVIU MODULE TOP ASSY,MB669B-03,Tester Issue,Tester,Fixed Test Equipment
C ,27/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
M ,27/12/2023,PWA RT ICP,65431A-00,Component Issue,electrical,Replaced/add Component
C ,27/12/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,Infrastructure,RT,Retest
C ,28/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,28/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
P ,28/12/2023,PROJECTION ASSY,112835A-00,SRU Issue,electrical,Re Calibration
C ,28/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,28/12/2023,AMC,MB0807DA-22,Tester Issue,Tester,Retest
C ,29/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,29/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,29/12/2023,AMC,MB0807D-22,Assembly Issue,Hardware,Reassembly
C ,29/12/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,30/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
C ,30/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,30/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,30/12/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
